NodeID,Energy,PacketDeliveryRatio,TransmissionCount,DroppedPackets,ForwardedPackets,DirectTrust,IndirectTrust,TotalTrust,AttackLabel
70,0.5579,0.913,23,2,0,0.913,0.7569,0.8506,Normal
71,0.0,0.8416,101,16,0,0.8416,0.8503,0.8451,DoS
72,0.7322,0.0,40,40,0,0.0,0.8068,0.3227,Blackhole
73,0.2532,0.9722,36,1,0,0.9722,0.7491,0.883,Normal
74,0.0,0.9652,115,4,0,0.9652,0.9488,0.9586,DoS
75,0.0,0.5417,24,11,0,0.5417,0.7264,0.6156,Grayhole
76,0.2137,0.9714,35,1,0,0.9714,0.81,0.9068,Normal
77,0.0,0.5789,38,16,0,0.5789,0.8622,0.6923,Grayhole
78,0.3818,1.0,25,0,0,1.0,0.8049,0.922,Normal
79,0.6925,0.0,30,30,0,0.0,0.8485,0.3394,Blackhole
80,0.4347,0.5,20,10,0,0.5,0.8477,0.6391,Grayhole
81,8.4093,0.8462,104,16,0,0.8462,0.8229,0.8369,DoS
82,0.7193,0.0,31,31,0,0.0,0.8134,0.3253,Blackhole
83,0.5179,0.0,37,37,0,0.0,0.8854,0.3542,Blackhole
84,0.3435,1.0,32,0,0,1.0,0.8112,0.9245,Normal
85,0.5175,0.9333,30,2,0,0.9333,0.7978,0.8791,Normal
86,0.5657,0.931,29,2,0,0.931,0.8149,0.8846,Normal
87,0.6219,0.96,25,1,0,0.96,0.8765,0.9266,Normal
88,0.4508,0.973,37,1,0,0.973,0.9477,0.9628,Normal
89,0.3322,1.0,26,0,0,1.0,0.8205,0.9282,Normal
90,0.4983,0.4167,36,21,0,0.4167,0.7299,0.5419,Grayhole
91,0.6948,0.9444,36,2,0,0.9444,0.8122,0.8915,Normal
92,0.3607,0.9286,28,2,0,0.9286,0.9367,0.9318,Normal
93,0.0519,0.5789,38,16,0,0.5789,0.8026,0.6684,Grayhole
94,0.4104,1.0,25,0,0,1.0,0.8385,0.9354,Normal
95,0.6974,0.9565,23,1,0,0.9565,0.7931,0.8912,Normal
96,0.5625,1.0,31,0,0,1.0,0.891,0.9564,Normal
97,0.5659,0.0,25,25,0,0.0,0.8542,0.3417,Blackhole
98,0.4717,1.0,28,0,0,1.0,0.8738,0.9495,Normal
99,0.6951,1.0,20,0,0,1.0,0.7045,0.8818,Normal
0,0.6919,0.0,30,30,0,0.0,0.8371,0.3348,Blackhole
1,0.4276,0.9744,39,1,0,0.9744,0.7898,0.9005,Normal
2,0.6191,0.9706,34,1,0,0.9706,0.7901,0.8984,Normal
3,0.3794,0.9487,39,2,0,0.9487,0.8572,0.9121,Normal
4,0.6115,1.0,23,0,0,1.0,0.7758,0.9103,Normal
5,0.271,0.9444,36,2,0,0.9444,0.8232,0.896,Normal
6,0.5182,0.9737,38,1,0,0.9737,0.827,0.915,Normal
7,0.3977,0.9474,38,2,0,0.9474,0.8892,0.9241,Normal
8,10.1019,0.8936,94,10,0,0.8936,0.7958,0.8545,DoS
9,0.3665,0.9048,21,2,0,0.9048,0.8697,0.8907,Normal
10,0.6835,0.0,26,26,0,0.0,0.7942,0.3177,Blackhole
11,0.6224,0.0,31,31,0,0.0,0.8053,0.3221,Blackhole
12,0.6638,0.975,40,1,0,0.975,0.8204,0.9132,Normal
13,0.5844,0.92,25,2,0,0.92,0.7766,0.8626,Normal
14,0.4594,0.5,36,18,0,0.5,0.753,0.6012,Grayhole
15,0.4402,0.9706,34,1,0,0.9706,0.8435,0.9197,Normal
16,0.4023,1.0,29,0,0,1.0,0.8184,0.9274,Normal
17,0.435,0.9259,27,2,0,0.9259,0.8806,0.9078,Normal
18,0.4192,0.9643,28,1,0,0.9643,0.8456,0.9168,Normal
19,0.2997,0.95,40,2,0,0.95,0.7053,0.8521,Normal
20,0.5095,0.975,40,1,0,0.975,0.768,0.8922,Normal
21,0.6786,1.0,22,0,0,1.0,0.8189,0.9276,Normal
22,0.4895,0.9394,33,2,0,0.9394,0.8454,0.9018,Normal
23,0.613,1.0,29,0,0,1.0,0.8535,0.9414,Normal
24,0.6947,0.9333,30,2,0,0.9333,0.9019,0.9207,Normal
25,0.5462,0.913,23,2,0,0.913,0.7602,0.8519,Normal
26,0.3706,1.0,28,0,0,1.0,0.8463,0.9385,Normal
27,0.4562,1.0,27,0,0,1.0,0.8355,0.9342,Normal
28,3.7977,0.9903,103,1,0,0.9903,0.8438,0.9317,DoS
29,0.3222,0.9667,30,1,0,0.9667,0.7799,0.8919,Normal
30,0.3481,0.92,25,2,0,0.92,0.8357,0.8863,Normal
31,0.3646,1.0,30,0,0,1.0,0.8775,0.951,Normal
32,0.7992,0.0,37,37,0,0.0,0.9332,0.3733,Blackhole
33,0.4488,0.963,27,1,0,0.963,0.8908,0.9341,Normal
34,0.6765,0.9615,26,1,0,0.9615,0.8563,0.9194,Normal
35,0.3397,1.0,27,0,0,1.0,0.7115,0.8846,Normal
36,0.3488,0.9565,23,1,0,0.9565,0.8122,0.8988,Normal
37,0.3549,1.0,39,0,0,1.0,0.8981,0.9592,Normal
38,0.5665,0.9048,21,2,0,0.9048,0.7615,0.8475,Normal
39,0.4909,0.9487,39,2,0,0.9487,0.821,0.8976,Normal
40,0.3922,0.375,24,15,0,0.375,0.7326,0.518,Grayhole
41,0.3806,0.95,40,2,0,0.95,0.797,0.8888,Normal
42,0.228,0.9286,28,2,0,0.9286,0.8372,0.892,Normal
43,0.5704,0.9737,38,1,0,0.9737,0.8795,0.936,Normal
44,8.1924,0.8152,92,17,0,0.8152,0.8656,0.8354,DoS
45,0.6287,0.9722,36,1,0,0.9722,0.7734,0.8927,Normal
46,2.7858,0.8687,99,13,0,0.8687,0.8762,0.8717,DoS
47,0.4978,1.0,32,0,0,1.0,0.7881,0.9152,Normal
48,0.433,0.913,23,2,0,0.913,0.7693,0.8555,Normal
49,0.3494,1.0,20,0,0,1.0,0.8488,0.9395,Normal
50,0.0,0.4583,24,13,0,0.4583,0.9123,0.6399,Grayhole
51,0.426,0.9737,38,1,0,0.9737,0.773,0.8934,Normal
52,0.3956,0.9697,33,1,0,0.9697,0.8142,0.9075,Normal
53,0.1208,0.4815,27,14,0,0.4815,0.792,0.6057,Grayhole
54,1.582,0.9053,95,9,0,0.9053,0.8422,0.8801,DoS
55,0.089,0.5,30,15,0,0.5,0.8314,0.6325,Grayhole
56,0.2733,0.9048,21,2,0,0.9048,0.898,0.902,Normal
57,0.4616,1.0,36,0,0,1.0,0.9063,0.9625,Normal
58,0.5069,0.0,37,37,0,0.0,0.8813,0.3525,Blackhole
59,0.0,0.8983,118,12,0,0.8983,0.8846,0.8928,DoS
60,0.4128,0.9259,27,2,0,0.9259,0.756,0.858,Normal
61,0.2992,0.9565,23,1,0,0.9565,0.7075,0.8569,Normal
62,0.7852,0.0,38,38,0,0.0,0.7337,0.2935,Blackhole
63,0.6082,0.0,28,28,0,0.0,0.7673,0.3069,Blackhole
64,0.0671,0.3939,33,20,0,0.3939,0.9291,0.608,Grayhole
65,0.6442,0.0,22,22,0,0.0,0.9142,0.3657,Blackhole
66,0.6981,0.0,24,24,0,0.0,0.9111,0.3644,Blackhole
67,0.0997,0.5152,33,16,0,0.5152,0.854,0.6507,Grayhole
68,0.2697,0.9259,27,2,0,0.9259,0.7582,0.8588,Normal
69,0.4634,0.4286,21,12,0,0.4286,0.7997,0.577,Grayhole
70,0.6022,0.9231,26,2,0,0.9231,0.8367,0.8885,Normal
71,0.385,0.9394,33,2,0,0.9394,0.6204,0.8118,Normal
72,0.3533,0.9375,32,2,0,0.9375,0.8093,0.8862,Normal
73,0.6022,0.9355,31,2,0,0.9355,0.7127,0.8464,Normal
74,0.3155,1.0,20,0,0,1.0,0.8154,0.9261,Normal
75,7.596,0.9815,108,2,0,0.9815,0.7267,0.8796,DoS
76,0.6125,0.0,33,33,0,0.0,0.7872,0.3149,Blackhole
77,0.591,1.0,20,0,0,1.0,0.7622,0.9049,Normal
78,0.5526,0.9667,30,1,0,0.9667,0.8722,0.9289,Normal
79,0.252,0.931,29,2,0,0.931,0.7551,0.8607,Normal
80,0.2868,1.0,30,0,0,1.0,0.7691,0.9076,Normal
81,0.6421,0.9615,26,1,0,0.9615,0.7507,0.8772,Normal
82,0.2872,0.96,25,1,0,0.96,0.7804,0.8882,Normal
83,0.2788,0.9444,36,2,0,0.9444,0.8428,0.9038,Normal
84,0.6856,1.0,38,0,0,1.0,0.7809,0.9124,Normal
85,0.3717,0.9444,36,2,0,0.9444,0.7509,0.867,Normal
86,0.1656,0.8649,111,15,0,0.8649,0.7872,0.8338,DoS
87,0.4469,0.9565,23,1,0,0.9565,0.8939,0.9315,Normal
88,0.5477,1.0,20,0,0,1.0,0.8276,0.9311,Normal
89,0.5373,1.0,37,0,0,1.0,0.8108,0.9243,Normal
90,0.0,0.8065,93,18,0,0.8065,0.8591,0.8275,DoS
91,0.5708,1.0,26,0,0,1.0,0.7899,0.916,Normal
92,0.6211,0.8936,94,10,0,0.8936,0.798,0.8554,DoS
93,0.6831,1.0,38,0,0,1.0,0.8399,0.936,Normal
94,0.1557,0.3846,26,16,0,0.3846,0.8226,0.5598,Grayhole
95,0.2069,0.963,27,1,0,0.963,0.8149,0.9037,Normal
96,0.0,0.5,22,11,0,0.5,0.8937,0.6575,Grayhole
97,0.3233,1.0,25,0,0,1.0,0.7296,0.8919,Normal
98,0.4639,1.0,27,0,0,1.0,0.7337,0.8935,Normal
99,0.6717,0.92,25,2,0,0.92,0.7159,0.8384,Normal
0,0.0,0.55,20,9,0,0.55,0.8428,0.6671,Grayhole
1,0.6769,0.9286,28,2,0,0.9286,0.8285,0.8885,Normal
2,0.0,0.5417,24,11,0,0.5417,0.9046,0.6869,Grayhole
3,0.3433,0.9474,38,2,0,0.9474,0.7583,0.8717,Normal
4,0.2923,0.9615,26,1,0,0.9615,0.9152,0.943,Normal
5,0.0,0.8056,108,21,0,0.8056,0.8441,0.821,DoS
6,0.2017,0.9677,31,1,0,0.9677,0.8383,0.916,Normal
7,0.6017,0.913,23,2,0,0.913,0.8162,0.8743,Normal
8,0.3471,1.0,33,0,0,1.0,0.9316,0.9727,Normal
9,0.4122,0.4737,38,20,0,0.4737,0.7126,0.5692,Grayhole
10,0.6791,1.0,28,0,0,1.0,0.8851,0.954,Normal
11,0.4969,0.9355,31,2,0,0.9355,0.829,0.8929,Normal
12,0.4294,0.5652,23,10,0,0.5652,0.7298,0.6311,Grayhole
13,13.6028,0.9375,96,6,0,0.9375,0.6225,0.8115,DoS
14,0.6158,0.9474,38,2,0,0.9474,0.7837,0.8819,Normal
15,0.6641,0.95,40,2,0,0.95,0.7977,0.8891,Normal
16,0.6345,0.0,26,26,0,0.0,0.8429,0.3372,Blackhole
17,0.2407,0.4375,32,18,0,0.4375,0.8207,0.5908,Grayhole
18,0.5527,0.9091,22,2,0,0.9091,0.8144,0.8712,Normal
19,0.0,0.8878,98,11,0,0.8878,0.7489,0.8322,DoS
20,0.2575,1.0,32,0,0,1.0,0.7221,0.8888,Normal
21,0.3785,0.95,20,1,0,0.95,0.7912,0.8865,Normal
22,0.3401,0.9688,32,1,0,0.9688,0.7421,0.8781,Normal
23,0.2962,0.3846,39,24,0,0.3846,0.8994,0.5905,Grayhole
24,0.646,1.0,39,0,0,1.0,0.791,0.9164,Normal
25,0.6671,1.0,35,0,0,1.0,0.9283,0.9713,Normal
26,0.0,0.883,94,11,0,0.883,0.9004,0.8899,DoS
27,0.2426,0.9655,29,1,0,0.9655,0.7424,0.8763,Normal
28,0.191,0.4444,27,15,0,0.4444,0.7439,0.5642,Grayhole
29,0.4792,0.9091,22,2,0,0.9091,0.8582,0.8887,Normal
30,0.6478,1.0,23,0,0,1.0,0.7739,0.9096,Normal
31,0.6155,0.0,37,37,0,0.0,0.8769,0.3508,Blackhole
32,0.5359,0.9655,29,1,0,0.9655,0.8582,0.9226,Normal
33,0.6055,1.0,35,0,0,1.0,0.8259,0.9303,Normal
34,0.2911,0.973,37,1,0,0.973,0.7453,0.8819,Normal
35,0.4519,1.0,28,0,0,1.0,0.7704,0.9082,Normal
36,0.6966,1.0,27,0,0,1.0,0.8868,0.9547,Normal
37,0.2218,0.9565,23,1,0,0.9565,0.7338,0.8675,Normal
38,0.4306,0.5946,37,15,0,0.5946,0.7635,0.6622,Grayhole
39,0.3523,0.95,40,2,0,0.95,0.8275,0.901,Normal
40,0.2399,0.9091,22,2,0,0.9091,0.8706,0.8937,Normal
41,0.5653,0.973,37,1,0,0.973,0.8416,0.9204,Normal
42,0.296,0.9231,26,2,0,0.9231,0.8124,0.8788,Normal
43,0.4477,0.9677,31,1,0,0.9677,0.8405,0.9169,Normal
44,0.3738,0.95,40,2,0,0.95,0.9304,0.9422,Normal
45,0.5778,0.0,25,25,0,0.0,0.8474,0.339,Blackhole
46,0.0,0.9524,105,5,0,0.9524,0.7485,0.8708,DoS
47,0.2998,1.0,34,0,0,1.0,0.8159,0.9263,Normal
48,0.2933,0.9545,22,1,0,0.9545,0.7578,0.8759,Normal
49,0.4459,0.9355,31,2,0,0.9355,0.886,0.9157,Normal
50,0.5215,0.9722,36,1,0,0.9722,0.7996,0.9032,Normal
51,0.4004,0.963,27,1,0,0.963,0.7496,0.8776,Normal
52,0.7698,0.0,36,36,0,0.0,0.7968,0.3187,Blackhole
53,0.5001,0.9722,36,1,0,0.9722,0.7545,0.8851,Normal
54,0.2397,0.9545,22,1,0,0.9545,0.8594,0.9165,Normal
55,0.5657,0.9394,33,2,0,0.9394,0.9321,0.9365,Normal
56,0.498,0.9375,32,2,0,0.9375,0.8365,0.8971,Normal
57,0.4871,1.0,31,0,0,1.0,0.8075,0.923,Normal
58,0.5809,0.0,23,23,0,0.0,0.8109,0.3244,Blackhole
59,0.0,0.9688,96,3,0,0.9688,0.7725,0.8902,DoS
60,0.656,0.0,31,31,0,0.0,0.8394,0.3357,Blackhole
61,0.6124,0.9737,38,1,0,0.9737,0.6776,0.8553,Normal
62,0.6236,0.9722,36,1,0,0.9722,0.7855,0.8975,Normal
63,0.4392,0.9459,37,2,0,0.9459,0.746,0.866,Normal
64,0.335,1.0,23,0,0,1.0,0.7312,0.8925,Normal
65,0.6463,0.0,30,30,0,0.0,0.8236,0.3295,Blackhole
66,0.3937,0.9412,34,2,0,0.9412,0.7909,0.8811,Normal
67,0.6076,1.0,25,0,0,1.0,0.8792,0.9517,Normal
68,0.5922,0.9643,28,1,0,0.9643,0.8585,0.922,Normal
69,0.4175,1.0,30,0,0,1.0,0.8128,0.9251,Normal
70,0.2001,0.95,20,1,0,0.95,0.7465,0.8686,Normal
71,0.2754,1.0,33,0,0,1.0,0.8106,0.9242,Normal
72,0.4935,1.0,36,0,0,1.0,0.7359,0.8944,Normal
73,0.247,0.4333,30,17,0,0.4333,0.9657,0.6463,Grayhole
74,0.2585,1.0,30,0,0,1.0,0.7462,0.8985,Normal
75,0.2774,0.9459,37,2,0,0.9459,0.851,0.908,Normal
76,0.6365,1.0,23,0,0,1.0,0.8213,0.9285,Normal
77,0.2799,1.0,34,0,0,1.0,0.8496,0.9398,Normal
78,0.4186,0.9375,32,2,0,0.9375,0.6474,0.8215,Normal
79,0.3705,0.9375,32,2,0,0.9375,0.8456,0.9008,Normal
80,0.656,0.9697,33,1,0,0.9697,0.7746,0.8916,Normal
81,0.6459,0.0,39,39,0,0.0,0.7549,0.3019,Blackhole
82,0.4993,0.9333,30,2,0,0.9333,0.7776,0.8711,Normal
83,0.3433,1.0,34,0,0,1.0,0.8269,0.9308,Normal
84,0.6208,0.9722,36,1,0,0.9722,0.9112,0.9478,Normal
85,0.7346,0.0,31,31,0,0.0,0.9485,0.3794,Blackhole
86,0.0,0.9558,113,5,0,0.9558,0.7494,0.8732,DoS
87,0.5719,0.9444,36,2,0,0.9444,0.9165,0.9333,Normal
88,0.0,0.8922,102,11,0,0.8922,0.7539,0.8369,DoS
89,0.3048,1.0,21,0,0,1.0,0.8405,0.9362,Normal
90,0.6383,0.9545,22,1,0,0.9545,0.8317,0.9054,Normal
91,0.6225,0.0,29,29,0,0.0,0.8405,0.3362,Blackhole
92,0.498,1.0,32,0,0,1.0,0.912,0.9648,Normal
93,0.3721,0.975,40,1,0,0.975,0.706,0.8674,Normal
94,0.0,0.9583,96,4,0,0.9583,0.8003,0.8951,DoS
95,0.3602,0.3846,26,16,0,0.3846,0.785,0.5448,Grayhole
96,0.5425,0.9259,27,2,0,0.9259,0.7484,0.8549,Normal
97,0.5176,0.9688,32,1,0,0.9688,0.7809,0.8936,Normal
98,2.1645,0.8857,105,12,0,0.8857,0.7882,0.8467,DoS
99,0.3338,0.9655,29,1,0,0.9655,0.8471,0.9181,Normal
